User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Sleep_Quality,Hydration_Level,Stress_Level,Fitness_Level,Activity_Type,Exercise_Intensity,Step_Count,Diet_Quality,BMI
11157560,female,25,169,64,14,101,40.2,4,3,6,Intermediate,Running,10,30000,10,40
19576971,female,31,174,67,9,93,39.5,6,5,8,Advanced,Cycling,7,100000,7,20
15048071,male,57,184,91,7,95,39.2,6,3,9,Beginner,Swimming,1,0,7,15
18707469,female,27,159,59,14,88,39.9,2,4,5,Beginner,Walking,10,30000,10,40
12598637,male,40,201,98,24,110,40.7,9,3,10,Intermediate,Running,7,100000,1,20
14342169,female,57,171,74,2,73,38.6,8,5,4,Advanced,Cycling,1,0,10,15
19208771,female,23,155,62,5,74,39.2,1,5,4,Beginner,Swimming,10,30000,1,40
11790318,male,23,189,87,23,110,40,10,5,2,Intermediate,Walking,7,100000,7,20
11756583,male,43,183,88,26,107,40.7,8,2,1,Advanced,Running,1,0,1,40
16417986,male,74,201,107,14,96,40.1,8,2,4,Beginner,Cycling,10,30000,10,20
13065142,female,45,158,53,23,106,40.7,8,0,10,Intermediate,Swimming,7,100000,7,15
10481882,female,31,165,60,25,115,40.8,3,5,10,Advanced,Walking,1,0,7,40
19521409,male,21,195,93,6,93,39.2,5,3,4,Beginner,Running,10,30000,10,20
15862346,male,50,190,96,3,80,38.3,4,3,4,Beginner,Cycling,7,100000,1,15
12234447,male,39,175,74,9,93,39.5,4,4,6,Beginner,Swimming,1,0,10,40
14624633,male,57,169,81,30,112,40.9,9,1,3,Intermediate,Running,10,30000,1,20
17074274,female,26,159,53,19,92,40.5,2,4,10,Advanced,Cycling,7,100000,7,15
17636190,male,34,181,83,25,102,40.9,10,3,9,Beginner,Swimming,1,0,1,40
14345479,female,55,160,62,4,87,39.1,5,3,4,Intermediate,Walking,10,30000,10,20
11772472,female,52,171,67,15,89,40.6,5,2,7,Advanced,Running,7,100000,7,40
19087162,male,21,188,90,29,110,40.8,8,5,9,Beginner,Cycling,1,0,7,20
15875055,female,20,136,45,11,94,40.1,2,2,5,Intermediate,Swimming,10,30000,10,15
10939512,female,79,152,60,29,107,40.8,3,0,7,Advanced,Walking,7,100000,1,40
13616455,male,21,189,91,27,114,41,1,1,10,Beginner,Running,1,0,10,20
19118405,male,50,171,74,2,82,38.1,1,3,3,Beginner,Cycling,10,30000,1,15
10503799,female,29,180,76,12,97,39.9,10,2,4,Intermediate,Swimming,7,100000,7,40
16572590,male,22,194,92,6,92,39,9,2,7,Advanced,Walking,1,0,1,20
17336010,female,28,158,60,27,113,40.8,6,5,6,Beginner,Running,10,30000,10,15
15483091,male,38,188,93,28,104,40.9,10,5,3,Intermediate,Cycling,7,100000,7,40
10006441,male,23,169,73,25,102,40.7,8,5,8,Advanced,Swimming,1,0,7,20
13075455,female,68,159,68,24,108,40.5,10,0,3,Beginner,Walking,10,30000,10,40
17564519,male,79,176,86,20,102,40.1,9,5,5,Intermediate,Running,7,100000,1,20
18789619,female,35,182,70,2,83,38.4,7,4,3,Advanced,Cycling,1,0,10,15
15444304,male,67,201,96,18,105,40.5,4,3,1,Beginner,Swimming,10,30000,1,40
13122354,female,21,156,52,12,82,39.8,1,4,10,Beginner,Running,7,100000,7,20
10692173,female,44,143,49,17,92,40.2,8,3,10,Beginner,Cycling,1,0,1,15
12890276,female,43,175,72,23,100,40.7,5,0,1,Intermediate,Swimming,10,30000,10,40
14339451,male,21,186,79,29,111,41,8,0,5,Advanced,Walking,7,100000,7,20
16626118,female,32,170,70,10,98,39.7,9,4,1,Beginner,Running,1,0,7,15
17268858,male,79,179,91,27,107,40.4,9,1,7,Intermediate,Cycling,10,30000,10,40
13816658,male,51,192,96,19,97,40.6,8,1,5,Advanced,Swimming,7,100000,1,20
14191617,female,60,174,67,11,99,39.7,9,4,5,Beginner,Walking,1,0,10,40
13672975,male,49,184,86,26,103,40.8,10,2,3,Intermediate,Running,10,30000,1,20
16361679,male,46,179,84,6,82,39.2,6,2,10,Advanced,Cycling,7,100000,7,15
17739883,female,35,149,54,21,111,40.5,9,3,7,Beginner,Swimming,1,0,1,40
19341462,male,31,172,76,9,94,39.7,2,3,7,Beginner,Walking,10,30000,10,20
14117537,male,42,185,78,26,110,41.4,3,3,8,Intermediate,Running,7,100000,7,15
12667831,female,66,174,69,13,87,39.8,9,2,4,Advanced,Cycling,1,0,7,40
10661999,male,52,189,90,22,96,40.5,7,3,8,Beginner,Swimming,10,30000,10,20
10366046,male,59,166,73,23,101,40.4,2,5,9,Intermediate,Walking,7,100000,1,15
11523134,male,23,169,71,16,102,40.1,4,5,1,Advanced,Running,1,0,10,40
12275702,female,49,164,63,5,91,38.9,6,5,10,Beginner,Cycling,10,30000,1,20
11190411,female,25,157,57,23,107,40.8,9,3,5,Intermediate,Swimming,7,100000,7,40
19686449,male,20,188,84,27,104,41,7,5,3,Advanced,Running,1,0,1,20
15565644,female,28,163,66,15,94,40.1,2,0,9,Beginner,Cycling,10,30000,10,15
10154011,male,60,182,90,11,90,40.2,7,3,2,Beginner,Swimming,7,100000,7,40
12676049,female,29,178,77,15,95,40.4,5,3,3,Beginner,Walking,1,0,7,20
10228092,male,40,184,87,5,88,39.5,3,5,10,Intermediate,Running,10,30000,10,15
18997284,male,26,191,93,17,96,40.3,10,4,6,Advanced,Cycling,7,100000,1,40
10836250,female,26,176,76,19,97,40.4,4,0,10,Beginner,Swimming,1,0,10,20
15883541,male,25,158,58,6,90,39.2,7,2,6,Intermediate,Walking,10,30000,1,15
16990389,female,60,190,87,3,84,38.9,4,1,5,Advanced,Running,7,100000,7,40
17046329,male,25,181,81,23,101,40.8,1,0,10,Beginner,Cycling,1,0,1,20
14136420,female,39,165,65,19,106,40.6,2,1,7,Intermediate,Swimming,10,30000,10,40
13138092,female,30,153,53,26,108,40.6,3,3,2,Advanced,Walking,7,100000,7,20
16655537,male,23,198,100,12,90,40.4,5,0,8,Beginner,Running,1,0,7,15
16245184,female,37,148,51,29,108,40.6,9,4,4,Beginner,Cycling,10,30000,10,40
19157340,female,22,147,47,17,101,40.3,9,3,10,Intermediate,Swimming,7,100000,1,20
19810083,female,26,170,68,23,105,40.7,9,2,5,Advanced,Walking,1,0,10,15
19821989,female,56,167,60,12,86,40.2,10,0,1,Beginner,Running,10,30000,1,40
17219988,male,43,171,79,30,115,40.8,6,4,9,Intermediate,Cycling,7,100000,7,20
19572798,female,38,169,65,14,94,40.1,10,3,6,Advanced,Swimming,1,0,1,15
18360844,male,24,179,80,14,90,40.7,5,0,7,Beginner,Running,10,30000,10,40
13918575,female,25,164,63,21,101,40.7,2,5,9,Intermediate,Cycling,7,100000,7,20
15319150,female,31,163,62,4,88,39.1,6,0,2,Advanced,Swimming,1,0,7,40
16112624,female,54,151,57,25,115,40.4,1,3,4,Beginner,Walking,10,30000,10,20
11099585,female,34,190,91,12,89,40.2,6,2,7,Beginner,Running,7,100000,1,15
17300463,female,28,176,72,27,112,40.7,6,5,8,Beginner,Cycling,1,0,10,40
17118372,male,24,191,95,6,88,39.3,9,2,1,Intermediate,Swimming,10,30000,1,20
14435543,female,27,167,69,15,90,40.4,2,1,9,Beginner,Walking,7,100000,7,15
10908558,female,35,154,57,19,94,40.6,8,5,1,Intermediate,Running,1,0,1,40
14181557,male,49,183,89,25,111,40.8,1,2,8,Advanced,Cycling,10,30000,10,20
17152651,male,36,185,91,2,91,38.1,5,2,9,Beginner,Swimming,7,100000,7,15
10192977,female,58,192,83,18,101,40.8,10,2,3,Intermediate,Walking,1,0,7,40
19584135,female,40,157,61,12,92,40,2,4,5,Advanced,Running,10,30000,10,20
19445771,male,31,179,77,24,97,40.8,3,3,7,Beginner,Cycling,7,100000,1,40
11294536,male,50,182,86,17,101,40.3,3,5,4,Intermediate,Swimming,1,0,10,20
12845462,male,36,202,109,6,87,39.1,10,5,8,Advanced,Walking,10,30000,1,15
10578158,female,34,163,61,13,96,40.1,3,1,1,Beginner,Running,7,100000,7,40
19789364,female,78,153,54,13,84,40.3,3,2,6,Beginner,Cycling,1,0,1,20
12301038,male,41,178,76,28,104,40.8,9,0,2,Intermediate,Swimming,10,30000,10,15
18976127,male,41,172,71,7,87,39.5,3,2,5,Advanced,Running,7,100000,7,40
11460469,male,24,178,77,19,98,40.1,6,0,8,Beginner,Cycling,1,0,7,20
15238405,female,67,173,69,20,105,40.5,2,1,6,Intermediate,Swimming,10,30000,10,15
18559105,female,47,179,75,25,110,40.7,4,1,7,Advanced,Walking,7,100000,1,40
12761860,female,42,154,52,17,101,40.6,2,1,9,Beginner,Running,1,0,10,20
12777201,female,25,180,75,23,97,40.6,7,5,5,Intermediate,Cycling,10,30000,1,40
11084582,male,25,179,78,17,101,40.3,3,5,3,Advanced,Swimming,7,100000,7,20
11393152,female,58,165,68,6,88,39.4,7,4,3,Beginner,Walking,1,0,1,15
12327773,male,68,191,98,22,99,41,1,5,6,Beginner,Running,10,30000,10,40
12038545,male,24,181,91,14,97,40.4,9,3,7,Beginner,Cycling,7,100000,7,20
17593004,male,38,192,92,21,104,40.6,10,2,1,Intermediate,Swimming,1,0,7,15
11708341,female,26,164,59,23,108,40.5,4,0,9,Advanced,Walking,10,30000,10,40
10753818,male,64,178,83,24,103,41,9,5,8,Beginner,Running,7,100000,1,20
10608177,female,49,174,75,7,93,39.2,1,1,3,Intermediate,Cycling,1,0,10,15
11267944,female,73,158,57,29,103,40.9,10,3,5,Advanced,Swimming,10,30000,1,40
19795364,male,27,180,86,24,107,40.7,4,1,9,Beginner,Walking,7,100000,7,20
14290814,male,66,171,72,18,105,40.5,9,3,2,Intermediate,Running,1,0,1,40
19222644,male,39,199,104,26,101,40.7,2,0,10,Advanced,Cycling,10,30000,10,20
12847212,female,30,168,62,6,76,39.4,9,4,1,Beginner,Swimming,7,100000,7,15
11986136,male,76,187,96,12,96,40.1,7,1,8,Beginner,Running,1,0,7,40
11830053,male,60,193,90,15,95,40,5,5,5,Intermediate,Cycling,10,30000,10,20
14737350,male,54,188,90,23,108,40.9,5,4,5,Advanced,Swimming,7,100000,1,15
15294669,female,49,166,66,11,89,39.6,10,5,1,Beginner,Walking,1,0,10,40
17146724,female,24,173,66,7,82,39.3,4,3,7,Intermediate,Running,10,30000,1,20
17490159,female,28,161,57,6,83,39.5,4,0,1,Advanced,Cycling,7,100000,7,15
15501381,male,72,197,102,25,106,40.9,3,4,7,Beginner,Swimming,1,0,1,40
16736138,male,32,171,78,29,112,40.9,4,2,8,Intermediate,Walking,10,30000,10,20
18493316,female,36,159,59,17,93,40.3,4,2,10,Advanced,Running,7,100000,7,40
17497515,male,65,204,103,14,93,40.1,9,5,9,Beginner,Cycling,1,0,7,20
14364172,female,36,163,67,27,97,40.7,3,4,10,Beginner,Swimming,10,30000,10,15
14217831,female,32,159,63,23,103,40.3,1,3,1,Beginner,Walking,7,100000,1,40
10483147,male,42,180,84,2,80,38.6,7,4,5,Intermediate,Running,1,0,10,20
18046507,male,34,191,94,29,109,40.9,7,2,5,Advanced,Cycling,10,30000,1,15
12414011,male,34,181,78,3,86,38.2,2,3,10,Beginner,Swimming,7,100000,7,40
10710546,male,26,191,86,8,83,39.3,3,5,10,Intermediate,Walking,1,0,1,20
16175343,male,31,203,105,29,113,40.8,4,5,1,Advanced,Running,10,30000,10,15
12020646,female,64,157,63,17,105,40.1,1,4,7,Beginner,Cycling,7,100000,7,40
13611443,male,34,185,93,20,99,40.3,1,4,6,Intermediate,Swimming,1,0,7,20
16383525,male,63,204,112,29,110,40.4,1,0,3,Advanced,Running,10,30000,1,40
17841776,male,44,194,87,27,108,40.8,8,5,1,Beginner,Cycling,7,100000,10,20
10735479,male,36,190,96,17,90,40.3,3,5,4,Beginner,Swimming,1,0,7,15
13117699,male,41,173,71,28,104,41.2,2,4,2,Intermediate,Walking,10,30000,7,40
16042685,male,73,168,77,18,97,40.3,2,5,1,Advanced,Running,7,100000,10,20
10315558,male,31,186,85,28,106,40.8,4,2,7,Beginner,Cycling,1,0,1,15
12304455,male,22,179,73,10,84,39.9,8,4,2,Intermediate,Swimming,10,30000,10,40
15503276,female,34,161,56,18,102,40.6,9,5,8,Advanced,Walking,7,100000,1,20
10565624,female,21,168,65,25,109,40.3,2,3,1,Beginner,Running,1,0,7,15
12458510,female,22,145,50,3,89,38.7,8,3,9,Intermediate,Cycling,10,30000,1,40
13885247,male,33,190,97,24,100,40.8,4,5,10,Advanced,Swimming,7,100000,10,20
11572170,female,51,157,60,21,103,40.4,8,3,1,Beginner,Walking,1,0,7,40
19911268,male,45,195,99,2,83,37.9,7,0,9,Beginner,Running,10,30000,7,20
12859596,female,33,175,67,25,101,41.1,9,2,10,Beginner,Cycling,7,100000,10,15
15376017,male,47,198,97,7,91,39.3,3,0,5,Intermediate,Swimming,1,0,1,40
19921858,female,70,175,74,9,79,40,5,5,2,Advanced,Walking,10,30000,10,20
19187230,female,77,160,63,8,92,39.5,3,5,6,Beginner,Running,7,100000,1,15
10874559,female,35,172,71,11,85,39.9,8,0,6,Intermediate,Cycling,1,0,7,40
11746700,female,44,161,60,2,89,38.4,8,1,1,Advanced,Swimming,10,30000,1,20
10952850,female,71,164,60,18,97,40.5,8,0,8,Beginner,Running,7,100000,10,15
16785115,female,54,174,75,9,87,39.6,1,5,6,Intermediate,Cycling,1,0,7,40
14951529,female,63,166,68,26,108,40.8,10,0,8,Advanced,Swimming,10,30000,7,20
13846186,female,50,149,55,13,101,40.4,5,5,1,Beginner,Walking,7,100000,10,40
10590765,male,63,200,105,15,102,40.3,9,3,6,Beginner,Running,1,0,1,20
15032837,female,30,163,58,22,109,40.5,5,1,3,Intermediate,Cycling,10,30000,10,15
15511677,female,33,163,57,4,84,38.7,7,0,4,Advanced,Swimming,7,100000,1,40
18148848,male,38,189,91,24,100,40.5,9,3,3,Beginner,Walking,1,0,7,20
13172849,male,20,183,81,17,97,40.5,8,3,8,Intermediate,Running,10,30000,1,15
18401432,female,67,159,62,13,94,40.2,3,5,6,Advanced,Cycling,7,100000,10,40
14857446,male,24,188,90,14,103,40.1,3,5,6,Beginner,Swimming,1,0,7,20
12734403,male,30,197,103,27,109,40.5,9,1,8,Intermediate,Walking,10,30000,7,15
11693744,female,35,145,49,18,103,40.2,5,3,1,Advanced,Running,7,100000,10,40
10622381,female,63,176,79,29,111,40.5,3,5,4,Beginner,Cycling,1,0,1,20
18548803,female,50,157,60,6,91,39.4,8,3,6,Beginner,Swimming,10,30000,10,40
18119523,male,33,200,101,17,98,40.5,10,0,3,Beginner,Walking,7,100000,1,20
13991141,female,36,163,58,4,84,39,5,5,4,Intermediate,Running,1,0,7,15
10677750,male,75,187,97,7,84,39.1,5,1,7,Advanced,Cycling,10,30000,1,40
17724752,male,56,184,93,13,97,39.9,3,3,7,Beginner,Swimming,7,100000,10,20
17047475,female,50,182,75,22,111,40.6,6,3,9,Intermediate,Running,1,0,7,15
18908393,male,24,183,80,27,116,40.6,10,1,10,Advanced,Cycling,10,30000,7,40
19475479,female,32,172,72,8,80,39.5,7,1,8,Beginner,Swimming,7,100000,10,20
10854360,male,49,193,100,22,99,40.5,3,4,3,Intermediate,Walking,1,0,1,15
17425584,female,77,170,65,3,89,39,9,5,7,Advanced,Running,10,30000,10,40
15539064,male,67,171,75,19,97,40.5,6,2,9,Beginner,Cycling,7,100000,1,20
14130669,male,23,182,81,30,112,41,10,4,7,Beginner,Swimming,1,0,7,40
15015988,male,37,192,95,21,98,40.7,3,0,10,Intermediate,Walking,10,30000,1,20
13741485,female,35,163,59,20,107,40.6,4,2,10,Advanced,Running,7,100000,10,15
13015812,male,34,185,83,23,97,40.8,3,1,10,Beginner,Cycling,1,0,7,40
13939844,female,49,168,67,21,98,40.4,1,1,9,Intermediate,Swimming,10,30000,7,20
13135068,female,69,156,61,8,83,39.4,7,3,2,Advanced,Walking,7,100000,10,15
13286573,male,49,194,101,16,103,40.4,4,0,5,Beginner,Running,1,0,1,40
19246830,female,41,150,51,22,95,40.2,8,3,8,Intermediate,Cycling,10,30000,10,20
18976105,male,42,195,95,17,105,40.2,6,5,3,Advanced,Swimming,7,100000,1,15
14714345,male,52,188,93,21,107,40.6,6,4,2,Beginner,Walking,1,0,7,40
18319225,female,26,158,60,12,91,40,6,5,1,Beginner,Running,10,30000,1,20
14775199,female,79,178,80,25,104,40.5,10,3,5,Beginner,Cycling,7,100000,10,40
10074404,male,72,172,82,19,107,40.5,4,1,7,Intermediate,Swimming,1,0,7,20
16366307,male,34,195,92,10,91,39.9,4,4,8,Advanced,Running,10,30000,7,15
13945114,female,60,152,50,7,89,39.8,6,1,3,Beginner,Cycling,7,100000,10,40
16749464,female,45,158,57,7,91,39.3,1,2,10,Intermediate,Swimming,1,0,1,20
18521428,male,33,188,92,19,98,40.4,6,4,8,Advanced,Walking,10,30000,10,15
10207737,male,56,192,97,20,109,40.5,7,1,10,Beginner,Running,7,100000,1,40
10722362,female,21,153,54,8,94,39.8,8,1,9,Intermediate,Cycling,1,0,7,20
15316949,female,50,161,61,18,99,40.5,1,3,9,Advanced,Swimming,10,30000,1,15
14920065,male,60,184,86,27,105,41,9,5,10,Beginner,Walking,7,100000,10,40
10809847,male,39,162,72,28,108,40.7,2,1,5,Beginner,Running,1,0,7,20
12363678,male,48,175,75,19,110,40.7,10,3,7,Intermediate,Cycling,10,30000,7,40
17804243,female,38,163,65,19,97,40.5,10,2,3,Advanced,Swimming,7,100000,10,20
15862195,male,54,190,95,22,110,40.3,10,5,5,Beginner,Walking,1,0,1,15
12555008,male,23,195,89,27,104,41,1,3,9,Intermediate,Running,10,30000,10,40
13788834,female,72,164,68,15,94,40.2,1,4,7,Advanced,Cycling,7,100000,1,20
19113986,male,47,179,79,6,74,39.3,1,1,1,Beginner,Swimming,1,0,7,15
19510192,female,58,170,72,8,103,39.9,1,3,6,Intermediate,Walking,10,30000,1,40
15831321,male,41,179,85,25,101,40.8,3,2,6,Advanced,Running,7,100000,10,20
14142930,male,62,193,100,8,90,39.4,10,4,3,Beginner,Cycling,1,0,7,15
16036236,female,30,168,67,29,107,40.9,1,0,4,Beginner,Swimming,10,30000,7,40
19962170,female,32,156,56,23,113,40.5,9,2,2,Beginner,Running,7,100000,10,20
11390035,male,20,178,80,9,84,39.4,8,4,5,Intermediate,Cycling,1,0,1,40
16163940,female,53,168,65,21,102,40.5,6,3,5,Advanced,Swimming,10,30000,10,20
17847428,male,51,189,95,30,112,41,9,1,9,Beginner,Walking,7,100000,1,15
18908334,male,78,177,86,23,100,40.8,9,0,6,Intermediate,Running,1,0,7,40
17029728,female,31,169,69,1,74,37.6,2,5,5,Advanced,Cycling,10,30000,1,20
10082523,male,74,205,112,6,83,39,2,4,3,Beginner,Swimming,7,100000,10,15
15505673,female,50,177,70,22,106,40.9,8,2,2,Intermediate,Walking,1,0,7,40
12679497,female,40,160,70,8,88,40,8,0,2,Advanced,Running,10,30000,7,20
17438788,male,41,172,75,8,88,39.7,8,3,6,Beginner,Cycling,7,100000,10,15
19382988,female,26,161,54,13,94,40.3,4,2,7,Beginner,Swimming,1,0,1,40
13632419,male,25,185,89,27,104,40.8,5,0,5,Intermediate,Walking,10,30000,10,20
12432246,male,31,184,89,15,105,39.9,3,4,1,Advanced,Running,7,100000,1,40
19984594,male,20,186,90,4,83,38.8,4,5,8,Beginner,Cycling,1,0,7,20
14768524,female,55,176,72,5,84,39.3,9,4,4,Intermediate,Swimming,10,30000,1,15
18107311,female,52,160,59,25,103,40.7,3,2,8,Advanced,Walking,7,100000,10,40
11102823,male,60,208,105,26,110,40.6,6,2,4,Beginner,Running,1,0,7,20
